QuestionBodyAnswerMatch,QuestionTitleAnswerMatch,QuestionUserTagMatch,QuestionBodyKeyWords,QuestionTitleKeyWords,NumQuestionTags,AnswerKeyWords,NumUserTags,QuestionCommentCount,QuestionScore,AnswerCommentCount,NumberOfBadges,NumberOfCommentsMade,NumberOfAnswers,CodedAnswers,Reputation,UpVotes,DownVotes,ProfileViews,HasWebsite,UsefulOrAccepted
34,2,3,741,16,2,55,15,0,2,1,3,7,12,8,121,29,0,10,0,1
55,5,0,39,8,3,87,3,0,3,1,4,1,1,1,61,9,0,7,0,1
135,5,0,402,5,3,168,3,0,1,0,4,3,1,1,16,0,0,0,0,1
118,0,0,66,6,3,198,3,1,1,3,4,2,1,1,28,0,0,2,0,1
60,3,0,85,6,2,125,2,0,7,2,4,1,1,0,51,6,0,4,0,1
55,3,0,187,5,5,77,5,3,426,2,4,1,1,1,109,0,0,6,0,1
69,1,0,104,3,1,190,1,0,1,0,4,4,1,1,23,0,0,4,1,1
39,6,0,41,7,1,89,1,0,1,0,4,3,1,1,27,0,0,2,0,1
255,4,0,261,9,4,285,4,1,4,3,4,3,1,1,78,14,0,2,0,1
38,5,0,77,5,3,88,3,0,1,0,4,1,1,0,16,4,0,6,0,1
10,0,0,17,6,2,29,2,0,2,0,4,1,1,0,21,0,0,3,0,1
29,0,0,97,7,4,47,4,0,2,1,4,4,2,1,41,0,0,48,0,1
27,1,0,107,6,5,37,5,0,17,1,4,1,2,2,221,0,0,6,0,1
55,3,0,680,8,3,61,3,0,9,0,4,2,2,2,63,0,0,11,0,1
59,2,0,72,4,1,95,1,7,0,3,4,2,2,1,9,0,0,5,0,1
34,0,0,89,8,3,45,3,2,0,4,4,9,2,2,51,5,0,15,0,1
16,4,4,116,5,3,32,4,2,0,0,4,4,2,0,35,2,0,2,0,1
40,1,0,90,7,4,43,4,0,0,0,4,8,2,2,31,0,0,6,0,1
21,5,2,28,5,1,57,3,3,11,0,4,4,2,0,106,9,0,173,0,1
35,4,5,49,9,4,58,6,12,0,1,4,6,3,2,41,0,0,20,0,1
86,1,0,131,3,2,112,2,1,4,0,4,4,3,1,21,0,0,8,0,1
23,0,2,88,5,2,42,7,0,0,0,4,3,3,1,93,4,0,6,0,1
34,3,0,90,4,2,71,2,3,0,0,4,4,3,3,13,0,0,10,0,1
41,7,1,155,8,1,88,3,5,0,0,4,2,3,3,51,1,0,29,0,1
134,2,4,212,6,4,193,8,6,19,0,4,2,3,2,41,1,0,5,1,1
25,6,5,108,8,3,58,7,0,3,2,4,1,4,1,84,10,0,15,1,1
89,1,5,758,5,3,114,11,0,0,3,4,7,4,4,76,0,0,11,0,1
62,0,4,491,6,4,78,7,0,1,0,4,1,4,2,54,19,0,6,0,1
32,0,4,243,12,3,54,9,1,19,3,4,6,4,4,106,14,0,19,0,1
141,4,6,307,9,4,212,8,0,1,0,4,4,5,3,56,33,0,19,0,1
37,0,1,89,8,1,188,9,6,2,0,4,4,5,3,104,2,0,12,0,1
87,2,4,136,5,4,139,5,0,0,2,4,1,5,4,51,5,0,4,0,1
43,11,8,98,7,4,92,13,0,1,0,4,3,5,4,196,5,0,14,1,1
49,0,3,582,15,3,51,6,0,62,1,4,3,6,6,141,24,0,14,0,1
10,0,2,26,5,2,36,6,1,0,0,4,2,6,4,91,10,0,12,0,1
35,0,3,131,5,2,76,13,1,17,1,4,3,7,6,169,17,0,9,0,1
77,4,4,107,4,3,440,17,0,42,0,4,4,7,6,112,144,0,18,1,1
21,0,1,169,7,1,26,14,1,0,1,4,3,7,6,99,2,0,5,0,1
25,2,7,483,5,3,51,13,0,2,0,4,6,7,5,81,10,0,6,0,1
40,5,3,261,4,3,91,6,6,1,3,4,5,8,5,62,12,0,32,0,1
73,4,3,177,6,3,106,14,1,2,0,4,3,8,6,131,134,0,36,0,1
462,1,2,502,7,2,505,19,2,0,2,4,3,9,9,84,10,0,10,0,1
32,3,4,92,6,2,44,17,2,0,4,4,3,10,5,81,0,0,16,1,1
18,2,3,75,3,3,47,18,2,1,0,4,4,11,5,97,1,0,37,1,1
143,8,6,88,7,4,418,16,2,1,0,4,10,11,10,71,1,0,9,0,1
150,0,6,114,3,2,242,21,6,60,0,4,1,12,10,131,3,0,3,0,1
14,2,5,467,9,2,28,19,0,9,0,4,7,12,6,183,32,0,29,0,1
76,0,2,147,3,1,90,13,7,0,1,4,7,12,12,219,12,0,13,0,1
51,5,3,140,8,3,55,4,0,0,0,4,4,14,13,44,2,0,9,0,1
34,2,6,60,6,1,42,18,3,0,0,4,4,20,19,186,12,0,7,0,1
65,0,0,130,2,4,66,4,1,1,0,3,1,5,2,36,0,0,3,0,1
66,8,3,99,10,2,92,10,0,1,2,3,5,5,3,86,21,0,32,0,1
231,7,8,202,7,5,301,13,11,0,0,3,1,7,6,61,22,0,29,0,1
17,2,2,43,8,2,35,4,1,1,0,3,4,7,0,56,1,0,9,0,1
25,0,0,297,6,3,31,3,1,2,0,3,6,9,6,72,9,0,11,0,1
40,3,0,57,7,3,138,3,0,1,2,3,6,12,12,42,0,0,14,1,1
100,3,7,118,7,1,149,23,3,1,0,3,3,13,7,227,4,0,8,0,1
18,2,10,28,11,4,52,19,0,0,6,3,3,15,0,219,2,0,43,1,1
54,4,2,104,7,2,73,23,1,1,1,3,4,19,14,174,0,0,3,0,1
40,3,0,265,8,5,75,5,4,0,0,4,1,1,1,40,9,0,8,0,1
161,9,0,174,6,5,277,5,3,5,1,4,1,1,1,30,28,0,7,1,1
77,4,0,96,5,5,138,5,0,0,0,4,1,1,0,11,0,0,3,0,1
8,2,0,14,4,3,15,3,2,6,0,4,2,2,0,141,0,0,17,0,1
95,3,0,669,7,2,102,2,0,1,5,4,1,2,2,24,0,0,1,1,1
284,4,0,458,6,3,387,3,12,1,0,4,8,2,1,28,0,0,8,0,1
20,5,0,66,7,2,52,2,0,6,4,4,1,2,0,114,0,0,28,1,1
168,6,0,249,6,3,235,3,0,0,1,4,5,2,2,43,130,0,11,0,1
216,68,0,468,13,4,318,4,1,1,0,4,1,2,2,16,0,0,4,0,1
70,2,3,276,9,2,89,7,0,1,0,4,1,3,3,96,3,0,7,0,1
9,1,5,75,7,5,15,8,5,3,2,4,1,3,2,117,8,0,7,0,1
56,3,3,176,18,3,65,6,2,0,1,4,4,4,2,26,4,0,12,0,1
60,3,3,130,5,3,79,13,2,0,3,4,3,5,4,111,5,0,8,0,1
100,10,2,62,4,2,229,12,3,4,0,4,8,6,0,326,7,0,20,0,1
35,0,5,317,7,4,39,15,2,1,2,4,3,8,6,99,10,0,5,1,1
129,6,7,175,6,4,135,12,4,1,1,4,5,8,6,129,22,0,3,0,1
47,0,7,337,5,2,56,16,0,1,0,4,1,8,6,106,2,0,8,0,1
394,3,26,610,9,5,606,33,0,1,0,4,15,10,8,181,2,0,19,0,1
98,7,9,306,3,4,168,31,6,0,0,4,3,13,12,176,2,0,12,0,1
32,0,117,257,4,2,38,4437,4,0,0,259,1998,2726,2037,82964,207,9,6402,0,1
109,1,750,131,6,3,139,4437,4,1,3,259,1998,2726,2037,82964,207,9,6402,0,1
51,4,2101,434,8,5,62,4437,5,4,4,259,1998,2726,2037,82964,207,9,6402,0,1
148,1,1414,526,6,5,170,4437,0,0,4,259,1998,2726,2037,82964,207,9,6402,0,1
62,7,174,142,4,4,111,6624,0,2,0,771,6509,2633,1649,168889,6834,2110,8209,0,1
51,0,884,97,6,2,100,6624,6,3,0,771,6509,2633,1649,168889,6834,2110,8209,0,1
72,8,282,328,7,1,96,6624,1,2,0,771,6509,2633,1649,168889,6834,2110,8209,0,1
70,3,18,242,8,2,146,403,3,0,0,259,559,254,107,15384,2847,64,1732,1,1
36,0,153,88,8,2,101,1226,0,15,1,259,3274,604,302,27138,5440,370,40746,1,1
337,2,2401,52,6,3,856,5422,3,1,4,259,10850,2094,2055,80828,7020,2959,14458,1,1
29,7,425,195,7,4,52,1474,8,3,2,259,2054,866,638,23366,210,670,3079,1,1
11,2,108,39,5,3,15,415,2,0,1,313,858,286,121,21054,1400,141,1917,0,0
58,0,0,284,8,5,81,12,0,0,1,8,67,15,13,104,7,0,42,0,0
52,9,6,97,6,2,103,14,2,0,7,8,90,21,19,163,1,1,29,0,0
26,1,2,41,5,1,221,5,2,0,0,5,6,8,5,26,2,0,13,0,0
17,0,12,57,6,2,39,78,2,0,1,37,35,39,22,2742,25,1,357,0,0
8,2,26,30,4,2,23,84,1,0,0,22,146,46,23,1495,14,11,115,0,0
202,0,56,165,3,3,252,410,2,0,3,31,173,272,258,4185,118,2,283,0,0
38,0,5,200,8,4,58,15,3,0,0,3,4,13,12,156,2,0,14,0,0
16,0,6,104,6,4,29,7,8,0,1,12,2,4,3,80,9,0,18,0,0
11,0,2,242,8,2,15,6,0,0,2,3,3,6,2,76,2,0,4,0,0
24,1,7,1250,8,3,25,17,5,0,1,26,51,11,5,443,94,1,51,0,0
34,2,25,193,8,5,46,224,0,0,1,42,129,146,61,4826,7,0,438,0,0
93,0,0,512,4,5,99,5,0,0,3,6,15,7,3,10,4,0,9,0,0
7,0,12,153,5,2,14,141,0,0,0,74,520,91,24,2851,1247,12,435,0,0
84,1,20,616,5,3,118,70,0,0,2,24,63,45,34,648,813,7,115,0,0
6,0,6,22,9,2,11,18,1,0,0,11,18,15,7,302,7,0,48,0,0
43,1,12,106,6,3,52,30,2,0,0,5,44,26,15,181,10,0,24,0,0
81,2,165,234,5,3,112,277,4,0,3,62,372,151,146,2773,295,39,240,0,0
71,2,4,112,8,2,147,14,2,0,3,10,19,16,12,108,43,0,22,0,0
42,6,6,359,9,4,69,15,1,0,0,7,24,15,12,140,20,0,25,0,0
22,1,1,90,4,2,48,43,14,0,1,27,44,31,22,1088,115,2,78,0,0
137,2,38,125,5,3,190,92,0,0,3,25,136,74,62,1126,27,1,239,0,0
31,16,6,224,10,4,43,16,2,1,2,42,109,24,13,883,112,1,189,0,0
88,0,3,68,4,3,166,19,2,1,7,9,50,13,10,97,29,0,33,0,0
10,2,1,118,4,2,14,15,2,1,1,5,9,9,3,84,11,0,3,0,0
85,0,251,185,5,3,112,680,2,1,0,119,206,280,264,20090,1132,137,1342,0,0
47,2,2,88,8,5,91,13,4,1,2,10,4,14,7,193,0,0,26,0,0
48,4,22,235,4,5,54,77,8,1,3,31,66,36,31,737,135,22,88,0,0
33,1,12,334,5,5,46,64,3,1,7,27,96,68,52,769,29,8,274,0,0
41,0,9,177,5,2,44,211,5,1,3,136,155,139,102,9128,399,3,413,0,0
40,0,6,85,4,2,57,28,0,1,3,6,11,22,17,147,2,0,10,0,0
29,5,0,133,5,2,37,123,0,1,0,250,983,97,52,2966,840,89,1120,0,0
42,4,6,103,5,4,104,59,1,1,0,56,101,36,27,1602,199,14,134,0,0
25,1,16,100,4,4,55,62,3,1,3,21,27,40,14,716,35,8,111,0,0
18,1,101,113,4,3,72,469,1,1,4,54,632,294,243,7130,516,156,523,0,0
47,2,29,81,6,2,145,116,5,1,0,11,78,109,56,1227,7,9,50,0,0
102,2,4,491,3,4,136,14,0,1,1,4,1,10,5,92,1,0,9,0,0
23,0,23,228,6,4,29,46,0,1,1,14,29,20,17,788,21,7,72,0,0
238,7,19,486,8,5,330,76,0,2,0,18,32,51,49,1578,331,2,61,0,0
59,0,7,184,5,4,73,25,0,2,2,20,40,14,14,381,12,4,42,0,0
84,1,0,655,9,4,114,13,11,2,4,14,33,10,7,300,326,0,81,0,0
73,8,58,464,7,3,86,239,0,2,0,39,116,168,109,2741,220,59,408,0,0
35,1,28,131,4,3,63,325,0,3,0,49,115,215,133,4526,348,10,194,0,0
227,6,4,211,6,2,317,11,13,3,2,19,41,8,5,543,48,1,100,0,0
82,1,544,126,8,1,117,4380,0,3,1,513,1140,1955,1440,119648,840,252,7135,0,0
75,1,75,118,7,1,111,222,2,3,0,65,93,107,71,7178,615,47,304,0,0
12,2,0,315,5,3,26,8,0,3,0,9,28,9,3,62,9,0,23,0,0
98,1,23,168,4,3,117,82,0,3,2,55,113,66,43,3403,35,16,137,0,0
43,2,26,108,6,3,73,97,1,4,0,62,211,49,32,1398,113,3,350,0,0
104,5,6,455,7,2,154,31,4,4,2,28,85,27,24,540,491,8,150,0,0
60,1,4,280,5,4,87,52,8,4,0,17,94,57,54,503,1,3,39,0,0
53,0,53,71,5,3,101,311,3,4,3,56,415,168,157,4847,1499,13,1393,0,0
9,0,2,50,6,1,16,5,4,9,0,66,219,9,7,1329,51,10,127,0,0
140,30,3,346,7,3,272,8,4,10,5,11,49,15,5,104,52,0,37,0,0
42,1,15,108,6,2,143,52,1,11,0,75,239,30,21,1674,128,2,220,0,0
178,12,17,83,5,2,540,524,0,11,0,247,77,257,146,24775,3139,19,1699,0,0
23,1,0,86,5,3,31,4,0,22,0,8,6,7,5,48,22,0,21,0,0
29,4,64,59,12,4,57,289,0,26,0,206,786,147,94,5277,1263,680,3058,0,0
8,0,2,77,16,5,16,21,2,48,0,20,35,25,16,2883,252,3,453,0,0
29,0,9,93,4,3,34,25,2,0,2,4,10,17,7,188,19,0,10,1,0
31,1,1,30,3,3,54,392,2,0,2,101,679,268,195,4535,475,73,800,1,0
73,3,36,61,9,3,198,172,0,0,2,40,233,87,72,1718,1011,336,340,1,0
70,40,52,55,15,4,173,118,0,0,2,24,58,83,73,1842,1,0,132,1,0
48,11,1829,344,6,5,86,6276,0,0,1,949,6581,3054,2296,281545,1079,8273,26190,1,0
154,7,10,408,6,2,200,167,0,0,2,75,481,121,85,2734,1057,114,381,1,0
101,6,5,157,10,5,143,45,4,0,3,22,46,25,16,661,102,9,152,1,0
9,1,21,70,10,3,20,220,1,0,2,70,117,122,76,3912,1374,61,297,1,0
38,7,1,488,6,4,71,40,0,0,1,22,33,14,2,842,99,4,393,1,0
13,2,0,210,6,2,25,3,6,0,2,7,4,7,6,37,6,0,6,1,0
38,2,18,187,8,3,45,75,2,0,4,34,225,45,31,1140,233,34,161,1,0
34,0,165,213,11,1,45,540,3,0,0,43,1022,328,308,5096,316,1486,1119,1,0
187,6,45,163,5,2,274,166,0,0,3,33,107,96,85,1997,378,12,160,1,0
91,1,29,71,5,2,195,165,3,0,0,37,118,84,80,1915,32,102,210,1,0
64,3,9,267,6,2,92,47,5,1,1,24,35,46,46,582,106,52,89,1,0
25,2,72,87,9,4,51,135,4,1,4,78,170,168,108,2555,77,8,529,1,0
362,0,14,601,3,3,425,104,11,1,8,104,239,55,31,1860,220,9,265,1,0
132,1,0,266,12,4,150,2,1,1,1,4,1,11,10,26,8,0,4,1,0
62,15,49,124,6,1,138,738,0,1,0,41,204,317,60,6688,813,49,2508,1,0
26,0,2,83,3,1,38,640,0,2,1,158,429,294,193,16978,996,61,1055,1,0
44,0,3,51,7,3,123,764,1,2,1,76,928,535,305,7647,1450,1569,3203,1,0
140,3,0,106,6,3,224,9,0,2,0,39,84,12,8,549,267,2,149,1,0
67,0,14,487,5,4,128,27,3,3,1,7,32,25,21,322,10,0,17,1,0
45,6,51,75,6,1,82,3537,5,3,2,276,7823,1792,1553,65909,3041,860,6323,1,0
57,4,296,50,4,1,105,1462,0,3,2,309,778,624,423,46813,2008,196,3326,1,0
33,1,0,16,8,1,108,26,0,4,2,20,15,22,10,577,379,0,68,1,0
27,3,93,14,3,1,74,258,1,4,0,151,436,160,89,7312,1324,18,1401,1,0
70,0,31,248,6,1,80,106,11,4,0,33,176,83,53,2271,56,21,123,1,0
12,1,3,63,5,3,28,423,5,4,0,157,117,188,110,18931,2057,25,850,1,0
9,0,1,166,2,2,13,47,5,5,2,27,27,30,12,1636,40,4,238,1,0
39,7,93,241,4,3,60,347,4,5,0,41,227,217,183,4426,428,47,431,1,0
35,10,2,480,11,4,72,7,2,6,0,3,2,5,4,64,0,0,8,1,0
34,4,10,37,7,3,42,595,2,9,1,115,719,323,238,8853,1736,57,999,1,0
152,15,0,135,4,1,199,904,1,11,1,127,327,446,440,20737,1119,20,719,1,0
33,4,0,64,8,1,64,233,0,12,0,45,156,122,60,5064,1073,25,977,1,0
63,0,5,77,8,4,141,75,14,20,0,24,73,76,61,1667,109,7,163,1,0
100,0,23,642,7,4,111,85,20,23,7,70,170,72,61,2350,523,18,189,1,0
82,0,58,158,6,4,97,181,1,25,4,30,158,93,84,2525,21,7,1206,1,0
63,18,1,171,13,3,170,23,17,43,1,18,44,34,25,342,32,4,77,1,0
102,6,3,74,3,3,188,14,3,312,0,20,71,22,20,501,70,22,104,1,0
25,0,5,116,4,4,30,20,2,82,0,25,82,14,6,762,204,11,153,1,0
38,6,0,390,11,3,71,3,6,6,0,4,2,1,0,16,0,0,8,0,1
16,7,0,35,7,4,38,4,3,4,0,4,1,2,0,11,0,0,10,0,1
12,2,1,149,3,1,19,3,0,0,1,4,1,2,0,43,0,0,2,0,1
59,4,4,42,7,3,186,10,0,2,0,2,1,5,1,31,0,0,5,0,1
72,8,0,57,6,1,100,1,0,10,3,4,2,1,1,13,0,0,26,0,1
269,15,0,98,7,3,490,3,5,348,0,4,1,1,1,38,3,0,6,0,1
32,1,0,342,7,2,51,2,3,1,0,4,1,1,1,16,1,0,5,0,1
107,2,0,251,7,3,123,3,0,0,0,4,7,1,1,13,0,0,3,0,1
84,38,0,61,18,3,165,3,4,1,0,4,1,1,1,39,0,0,7,0,1
74,12,0,338,8,4,82,4,2,1,0,4,1,1,1,16,0,0,4,1,1
16,0,0,307,5,2,25,2,1,1,0,4,1,2,1,16,0,0,5,0,1
15,0,0,39,2,1,23,1,5,0,0,4,1,2,1,26,0,0,3,0,1
66,4,4,322,3,3,116,7,2,0,2,4,2,3,1,21,27,0,2,0,1
105,2,5,294,11,4,266,6,0,0,0,4,2,3,1,36,4,0,1,0,1
72,0,4,124,7,4,86,15,0,42,1,4,1,4,1,97,3,0,5,1,1
53,5,8,72,13,4,119,12,2,1,1,2,2,5,2,106,3,0,5,0,1
89,2,0,111,5,5,133,5,1,0,0,4,2,2,2,29,8,0,11,0,1
158,6,0,341,6,4,234,4,0,2,4,4,1,2,2,36,1,0,4,0,1
25,0,0,24,3,2,50,2,0,66,0,4,2,2,2,32,3,0,7,0,1
22,0,0,122,4,4,24,4,0,0,0,4,2,3,2,31,19,0,2,0,1
95,2,5,1066,7,5,144,8,0,2,2,4,1,3,2,34,10,0,6,0,1
20,0,3,741,3,3,43,4,7,0,6,4,6,3,2,51,10,0,2,0,1
119,56,5,413,4,4,209,9,3,0,5,4,2,4,2,36,9,0,1,0,1
56,0,2,212,6,2,97,9,3,2,0,4,11,7,2,129,111,0,16,0,1
90,0,6,510,4,3,130,11,0,0,1,4,7,21,2,86,0,0,20,0,1
43,2,3,134,7,3,101,4,5,0,1,2,1,5,3,89,0,0,2,0,1
10,0,2,128,9,1,13,5,2,5,0,2,1,5,3,120,2,0,10,0,1
11,0,3,45,8,3,35,16,2,1,0,2,9,6,3,126,2,0,4,0,1
102,3,4,67,5,1,242,15,1,0,3,2,1,8,3,146,2,0,13,0,1
20,2,2,223,4,1,25,20,2,1,3,2,2,9,3,111,1,0,5,0,1
56,1,10,210,5,5,110,18,2,0,0,2,2,24,3,126,2,0,15,0,1
340,5,6,724,6,5,660,8,7,16,1,4,3,3,3,36,3,0,6,0,1
94,1,4,366,5,2,135,7,3,1,2,4,1,3,3,46,3,0,1,0,1
20,1,0,48,4,3,36,3,0,5,1,4,1,3,3,124,6,0,6,0,1
35,2,3,56,15,3,59,10,1,22,0,4,4,4,3,105,37,0,4,0,1
42,2,6,194,9,4,58,15,5,2,2,4,7,4,3,81,1,0,5,0,1
30,0,5,311,6,3,49,11,2,8,0,4,3,4,3,74,4,0,7,0,1
17,1,10,302,5,4,32,12,5,4,1,4,4,5,3,71,5,0,2,0,1
26,0,3,196,8,3,49,7,2,110,0,4,5,6,3,69,45,0,4,1,1
28,4,5,253,5,4,57,13,10,2,1,4,4,8,3,71,0,0,4,0,1
17,1,8,245,9,4,38,18,0,0,2,4,7,9,3,159,12,0,32,0,1
41,3,14,233,6,5,116,38,0,0,2,4,1,15,3,340,5,0,91,1,1
130,10,6,239,8,5,211,8,2,16,0,2,1,4,4,21,0,0,3,0,1
33,4,3,110,10,2,45,9,0,1,4,2,2,4,4,69,0,0,1,0,1
67,0,6,316,6,5,131,7,0,0,0,2,1,7,4,61,1,0,14,0,1
135,16,4,504,7,3,144,5,3,2,5,4,3,4,4,44,1,0,13,0,1
49,0,3,408,5,3,87,6,2,0,1,4,3,4,4,71,18,0,6,0,1
119,0,1,186,5,1,257,12,1,1,1,4,4,4,4,116,2,0,5,0,1
95,3,3,635,7,3,160,5,0,0,0,4,4,5,4,74,5,0,5,1,1
25,0,2,174,5,2,36,3,0,1,3,4,2,5,4,29,15,0,2,0,1
17,1,2,242,3,2,30,10,1,0,0,4,2,6,4,66,4,0,5,0,1
72,7,4,333,9,4,132,15,4,8,0,4,9,7,4,81,1,0,5,0,1
10,0,4,229,2,3,21,13,0,1,3,4,3,8,4,101,2,0,1,0,1
63,1,7,485,10,5,102,15,20,51,0,4,2,10,4,86,16,0,12,1,1
116,1,0,116,4,2,200,2,2,0,0,2,2,5,5,24,0,0,1,0,1
350,12,3,117,7,3,510,7,0,2,0,2,1,7,5,21,0,0,4,0,1
60,3,3,106,10,1,100,8,0,2,0,2,2,7,5,44,1,0,9,0,1
286,2,9,369,5,2,382,21,1,9,0,2,3,9,5,156,27,0,8,0,1
129,1,8,95,4,4,171,11,4,0,0,4,3,5,5,106,6,0,65,1,1
338,4,6,367,4,5,369,7,3,1,4,4,2,5,5,71,1,0,4,0,1
96,3,5,217,6,3,106,7,1,29,0,4,1,5,5,26,2,0,2,0,1
320,24,4,336,16,2,354,7,10,0,1,4,4,6,5,33,24,0,4,0,1
33,5,3,723,10,3,55,14,4,0,2,4,5,8,5,121,26,0,14,0,1
52,4,2,144,4,2,104,16,3,0,1,4,1,9,5,86,5,0,9,0,1
91,1,0,317,10,1,117,1,0,0,2,2,2,6,6,7,0,0,3,0,1
459,4,2,1329,5,2,484,6,2,1,0,2,6,7,6,21,0,0,6,0,1
11,0,2,29,3,2,34,14,0,7,0,2,1,9,6,74,0,0,17,1,1
48,1,0,72,6,1,67,1,0,0,0,2,1,9,6,11,0,0,8,1,1
55,1,0,165,6,1,70,1,2,0,1,4,4,6,6,26,2,0,7,1,1
26,0,6,161,5,2,36,8,0,3,3,4,4,6,6,136,26,0,25,0,1
269,4,19,270,11,5,390,25,0,2,0,4,1,7,6,151,4,0,6,0,1
254,5,9,381,6,4,340,12,2,5,4,4,2,10,6,154,16,0,8,0,1
23,0,6,410,5,3,35,10,2,2,1,4,27,10,6,136,9,0,10,1,1
88,0,5,302,5,1,125,9,3,2,0,4,3,8,7,171,1,0,5,1,1
28,1,10,96,7,5,40,12,0,4,0,4,1,10,7,51,15,0,4,0,1
55,0,8,454,11,5,62,30,0,1,2,4,3,12,7,118,17,0,11,1,1
103,12,8,90,7,4,192,15,5,5,0,4,8,9,8,146,0,0,29,0,1
59,1,2,52,6,2,159,13,2,49,0,4,8,11,8,156,23,0,19,1,1
287,1,6,492,8,5,293,21,0,0,4,4,5,12,8,179,6,0,21,0,1
41,4,1,133,7,2,43,12,2,0,5,4,6,11,9,92,5,0,3,0,1
51,2,6,130,6,4,77,19,1,0,0,4,1,11,9,84,9,0,7,0,1
29,1,5,127,5,4,55,15,2,3,0,4,2,11,9,126,9,0,8,0,1
88,13,1571,393,6,2,128,4681,6,1,0,259,6735,2029,1823,69709,5270,91,4210,0,1
423,21,1700,1195,10,4,516,4681,10,11,12,259,6735,2029,1823,69709,5270,91,4210,0,1
90,0,243,466,5,4,98,1750,3,13,3,259,528,756,588,38917,1544,11,2132,1,1
53,0,4,53,4,2,93,859,0,1,2,258,831,453,92,17828,2014,270,2308,1,1
125,4,818,159,4,1,206,4347,2,2,2,258,4705,1905,1392,72957,2733,212,4110,1,1
126,22,282,48,15,1,248,6624,2,518,6,771,6509,2633,1649,168889,6834,2110,8209,0,1
60,11,364,587,14,5,92,6624,0,5,6,771,6509,2633,1649,168889,6834,2110,8209,0,1
38,5,82,48,7,1,99,3407,4,1,0,259,3516,1495,1150,69384,554,1388,6642,1,1
152,0,52,507,3,3,230,352,0,1,1,259,1694,226,127,9039,1050,339,1235,0,1
35,0,40,341,5,4,68,1950,3,1,0,258,1644,920,428,29852,1428,45,3190,1,1
320,4,964,289,8,3,374,2081,1,4,1,258,5720,1042,951,51826,1368,5705,16846,1,1
136,7,1007,248,7,1,169,3486,2,1,7,258,8949,1781,1720,67861,2374,666,5719,0,1
30,3,218,45,6,3,71,1601,0,0,1,258,835,614,451,40967,558,307,2877,1,1
345,17,208,279,10,4,435,668,1,0,0,258,621,232,222,30331,4300,13,2501,0,1
10,0,52,66,6,3,30,351,0,31,0,258,802,265,232,7668,456,52,1790,0,1
25,4,172,85,4,5,72,351,0,1,0,258,802,265,232,7668,456,52,1790,0,1
26,3,193,78,5,2,78,919,0,8,0,258,708,410,233,44422,1775,9,2897,1,1
76,7,3,161,6,1,202,919,2,0,5,258,708,410,233,44422,1775,9,2897,1,1
64,0,1,115,4,4,94,12,2,2,0,7,12,18,18,99,0,0,35,0,0
51,2,1,197,8,2,83,7,13,0,0,3,2,12,9,99,12,0,16,1,0
22,2,2,389,11,5,30,8,4,0,0,7,30,8,2,52,15,0,13,0,0
78,9,38,53,5,5,166,120,2,2,0,25,77,61,34,1197,24,0,171,1,0
44,0,1,620,6,3,59,11,2,2,0,4,1,5,5,119,3,0,24,1,0
33,3,3,341,10,2,43,12,0,9,0,4,5,9,8,144,20,0,3,0,0
8,0,0,103,3,3,14,5,8,103,0,4,2,2,1,25,0,0,4,0,0
41,0,1,140,4,4,94,15,0,169,0,16,9,7,4,485,3,1,50,0,0
24,1,9,238,5,4,43,16,2,1,0,25,17,12,7,242,925,1,66,0,0
102,6,0,137,9,2,123,12,0,0,0,13,20,8,6,115,19,2,70,0,0
34,1,0,143,3,2,39,25,5,0,0,5,6,30,19,192,64,2,24,1,0
36,2,8,117,5,5,78,14,0,3,0,27,10,8,7,2092,37,3,53,0,0
55,2,4,124,4,2,138,35,2,6,0,52,170,44,35,2565,38,3,142,0,0
15,3,1,272,6,4,21,10,0,0,0,12,42,18,2,126,51,3,47,0,0
19,0,19,267,5,3,22,36,3,0,0,36,39,19,17,840,176,4,78,0,0
40,3,2,380,7,5,96,56,7,3,0,19,32,36,19,694,167,4,180,1,0
37,6,29,107,6,4,63,49,0,21,0,15,96,29,22,521,26,4,59,0,0
58,1,0,29,11,2,142,56,0,1,0,44,40,36,34,1213,184,4,87,1,0
69,1,5,62,4,2,143,40,11,84,0,17,69,34,28,437,430,5,41,0,0
9,1,24,47,3,2,21,94,1,0,0,29,79,71,27,944,257,6,126,0,0
91,4,26,183,4,5,198,71,0,10,0,42,31,42,37,2076,284,7,138,0,0
146,3,9,291,7,4,331,35,7,4,0,15,76,28,16,373,47,8,111,0,0
49,4,5,117,6,2,99,44,2,0,0,40,180,52,42,1185,150,20,163,1,0
54,0,4,557,8,4,83,12,1,7,0,35,42,4,1,437,37,21,101,0,0
115,16,18,252,3,1,342,304,1,0,0,142,495,236,203,6435,69,22,2430,1,0
64,0,61,220,8,5,99,218,3,7,0,65,178,101,67,3403,302,37,175,0,0
13,4,35,214,8,2,20,159,8,0,0,427,510,112,74,18944,409,40,1055,0,0
20,0,1,126,9,2,24,362,0,1,0,182,1152,367,339,7128,169,51,1789,0,0
18,1,42,72,8,3,64,179,3,113,0,78,58,89,16,8562,467,71,491,1,0
26,2,14,121,8,3,41,253,2,25,0,44,65,147,65,4261,160,75,623,0,0
494,0,187,420,4,5,966,1504,0,1,0,331,772,768,440,31203,3143,96,5439,1,0
119,4,983,160,7,1,207,4189,1,2,0,714,2530,1576,1405,197256,6078,360,6091,0,0
